OTU_ID,1AA,1AB,1AC,1AD,1AE,1AGA,1AGB,1AGC,1AGD,1AGE,1EA,1EB,1EC,1ED,1EE,1LGA,1LGE,1MA,1NA,1NB,1NC,1ND,1NE,1RA,1RB,1RC,1RD,1RE,2AAF,2ABF,2ABM,2ACF,2ADF,2AEF,2AEM,2AGAF,2AGAM,2AGBF,2AGBM,2AGCF,2AGCM,2AGDF,2AGDM,2AGEF,2AGEM,2EA,2EB,2EC,2ED,2LGB,2LGC,2LGD,2MA,2MB,2MC,2ME,2NA,2NB,2NC,2ND,2NE,Consensus Lineage
1140,1,0,3,2,0,0,0,1,0,0,1,11,3,0,0,1,0,32,37,55,64,38,25,40,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,8,0,3,2,1,1,1,0,0,17,27,34,18,20,16,63,5,5,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae
1147,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,163,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,3,0,0,135,86,23,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
1156,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,91,1,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides
1161,0,1,1,0,0,0,0,0,1,1,11,10,4,0,0,37,19,16,32,14,82,9,66,35,5,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0,7,10,0,1,19,28,1,6,4,1,6,10,4,10,2,3,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria
1163,1,3,3,6,4,3,1,13,8,7,20,13,4,0,5,1,13,12,7,20,25,6,15,17,11,14,4,13,7,6,11,7,6,6,9,9,2,5,6,2,3,6,2,7,6,12,11,6,6,13,10,17,7,9,8,6,13,3,8,2,8,k__Bacteria
1175,10,6,11,9,12,3,3,23,13,10,16,15,5,2,3,5,10,19,16,36,28,17,20,28,11,11,12,16,17,7,9,9,13,11,8,12,3,6,4,6,2,7,2,8,6,20,21,9,11,20,13,14,9,13,8,17,17,13,18,15,4,k__Bacteria
1184,8,6,4,6,4,3,7,18,10,7,17,6,7,4,2,4,12,17,18,25,30,8,9,20,21,22,6,11,9,7,7,7,1,6,4,6,3,8,6,7,1,9,0,13,11,15,10,8,7,19,8,13,3,7,3,24,12,7,9,7,8,k__Bacteria
1188,6,7,7,5,5,2,1,7,8,8,11,11,6,1,5,8,7,22,12,29,38,12,8,25,16,11,6,8,8,11,8,4,7,6,8,8,2,7,0,10,2,5,0,5,7,16,22,5,7,13,15,13,3,5,5,7,23,10,5,7,4,k__Bacteria
1189,4,6,8,5,2,2,3,10,3,4,7,10,9,1,3,7,8,15,7,30,28,11,6,22,17,7,6,14,6,6,11,9,8,3,4,6,2,5,4,4,3,9,1,3,5,10,11,5,8,12,13,6,2,3,8,11,18,5,11,7,7,k__Bacteria
1190,4,10,25,4,4,2,0,0,1,17,0,3,0,0,0,1,0,3,27,3,20,7,14,11,10,1,1,0,19,69,6,54,22,31,16,0,2,1,5,7,1,3,0,7,0,5,1,0,1,0,0,0,5,6,13,21,12,1,15,10,12,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
1191,6,5,11,8,6,3,2,12,5,11,15,15,3,3,3,3,9,12,14,30,33,12,9,29,10,10,2,10,9,8,9,10,5,5,8,8,2,6,8,11,6,4,0,5,3,15,9,0,4,18,6,6,6,7,2,9,16,8,11,7,10,k__Bacteria
1200,2,3,1,0,0,0,0,0,0,0,16,6,4,0,0,0,1,30,28,20,31,41,13,32,0,1,0,0,10,3,13,1,6,10,10,0,0,0,0,0,0,0,0,0,0,10,10,6,2,2,4,0,7,14,4,42,6,15,44,5,10,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
1201,2,0,3,0,0,0,0,9,0,0,0,44,0,0,0,0,0,3,2,11,11,26,2,66,0,1,0,0,13,0,0,0,0,0,0,10,0,24,0,1,0,2,0,7,2,4,14,0,0,0,1,1,2,0,0,7,88,105,0,16,148,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae
1207,3,3,6,6,2,0,0,9,6,2,7,4,2,1,1,3,4,9,4,14,8,3,7,6,6,2,5,14,6,5,6,3,1,9,1,7,0,4,4,3,2,2,1,3,5,5,4,4,4,6,4,7,3,4,9,7,6,5,3,5,4,k__Bacteria
1208,1,6,14,8,13,0,0,48,1,6,29,21,15,0,11,0,8,39,22,35,45,17,31,53,21,27,15,14,35,15,2,11,2,5,12,40,0,13,1,11,0,4,2,10,0,15,17,8,6,0,0,0,6,12,23,35,31,11,34,20,22,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
1210,0,3,5,4,0,1,1,6,2,2,5,5,3,0,2,2,6,6,4,6,5,9,7,6,6,3,5,6,3,2,5,2,0,0,3,2,1,1,0,2,2,0,2,0,3,5,4,0,4,5,5,4,2,1,0,4,5,4,0,3,1,k__Bacteria
1211,157,14,3,1,2,18,0,1,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,57,0,14,13,0,76,1,1,0,0,0,1,0,0,13,1,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
1227,7,27,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,2,1,43,0,14,0,0,56,0,14,0,105,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,40,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae
1233,2,0,6,3,1,0,0,0,0,0,6,46,13,6,0,2,0,3,3,8,20,22,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,k__Bacteria; p__Bacteroidetes
1236,6,10,5,6,2,2,3,14,6,4,14,11,8,3,8,9,8,10,12,16,21,11,15,21,13,14,7,12,13,8,10,9,5,10,4,7,0,5,2,6,1,7,2,4,8,10,11,2,8,7,9,8,4,6,5,11,17,10,16,7,4,k__Bacteria
1243,0,0,3,0,0,0,0,72,0,1,15,4,3,0,0,1,0,3,4,0,4,2,5,15,0,0,0,0,0,0,0,0,0,0,0,59,0,11,14,11,0,12,0,8,0,2,3,0,0,0,2,2,1,0,0,1,12,2,0,1,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
1249,7,17,13,20,9,6,8,23,16,15,16,27,11,5,9,11,23,36,11,47,51,25,22,54,32,22,23,14,13,13,17,14,10,11,13,14,6,16,9,13,7,13,3,16,17,15,24,9,15,35,22,16,12,5,19,18,32,15,19,15,9,k__Bacteria
1250,1,2,2,2,2,0,1,7,0,2,5,3,3,2,0,2,4,5,3,8,10,4,6,5,7,3,4,7,3,3,2,2,1,2,2,3,1,2,1,2,1,1,0,1,3,1,2,5,2,9,2,3,2,2,2,3,2,1,4,3,2,k__Bacteria
1251,1,3,2,3,1,1,3,4,2,2,2,4,2,1,1,0,3,5,3,12,9,4,6,7,6,3,4,2,3,3,6,4,1,2,2,2,1,3,4,3,3,1,0,1,1,2,7,1,1,6,3,2,2,2,0,3,11,0,4,1,3,k__Bacteria
1256,1,0,0,0,0,0,0,3,0,0,3,7,0,0,0,1,26,10,5,27,7,18,1,34,12,0,0,0,10,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,71,18,31,0,0,0,0,5,2,0,4,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,62,51,0,0,0,0,1,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__; s__
1273,2,4,4,2,2,3,3,1,3,3,6,5,1,0,0,1,3,5,3,2,19,7,10,5,7,7,4,3,9,4,3,3,3,2,3,0,0,4,1,3,1,3,1,3,5,9,6,0,6,4,3,10,0,3,1,5,10,3,5,0,0,k__Bacteria
1277,2,4,3,4,2,1,1,7,6,5,9,4,3,2,3,4,7,11,6,11,12,7,11,10,14,9,3,2,4,7,4,1,4,5,4,3,0,6,4,1,1,5,1,9,6,10,6,1,3,12,4,4,3,3,4,7,14,5,4,1,1,k__Bacteria
1278,3,3,4,8,6,3,1,7,2,3,10,8,4,0,2,5,2,14,9,16,20,6,6,15,12,13,6,8,8,3,8,1,1,4,5,4,0,2,3,3,1,2,1,1,4,14,11,4,5,10,6,4,1,6,4,8,18,1,8,5,6,k__Bacteria
1283,4,2,5,3,1,2,0,7,2,2,5,4,5,0,2,3,4,10,4,12,14,10,9,10,3,4,6,7,4,5,3,6,3,6,5,1,0,7,2,3,2,4,0,9,3,14,6,2,5,6,13,5,2,3,4,5,12,3,4,4,1,Unclassified
1303,0,0,0,1,0,0,0,1,0,0,16,3,6,0,0,0,0,25,15,22,51,35,14,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,0,0,3,1,0,9,24,0,10,29,8,12,2,3,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae
1304,0,1,9,30,3,0,0,0,0,0,2,9,2,0,0,0,0,0,29,12,56,22,24,49,0,0,0,0,6,9,4,2,0,5,3,0,0,0,3,3,0,0,0,0,0,2,3,0,1,1,0,0,7,1,1,20,15,8,0,1,11,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae
1321,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,26,14,25,12,13,8,16,1,1,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,14,5,6,13,3,2,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
1327,0,0,0,0,0,1,0,4,1,2,26,6,3,0,3,0,0,24,7,16,7,4,6,16,8,13,8,6,1,0,1,4,0,0,1,1,0,1,2,1,0,0,0,3,0,5,9,1,5,0,0,0,4,0,2,7,6,3,3,4,2,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__lwoffii
1333,0,0,2,0,0,0,0,8,1,0,6,18,3,0,3,6,0,9,22,36,63,22,30,62,2,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5,1,6,9,0,1,0,3,1,4,4,0,6,39,44,5,12,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__alaskensis
1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,35,41,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,k__Bacteria; p__Bacteroidetes
1335,9,7,12,5,4,0,1,16,3,7,23,12,5,0,3,6,11,14,8,15,26,10,12,20,11,12,7,8,11,7,5,4,3,4,2,7,2,7,2,11,4,5,4,6,6,8,2,4,10,12,14,10,0,10,11,11,13,7,13,5,4,k__Bacteria
1336,7,12,4,9,8,8,6,18,15,5,14,17,6,3,4,2,6,30,14,33,35,16,19,34,19,24,8,9,12,13,9,5,5,9,4,6,1,6,5,9,2,10,2,10,3,17,18,3,3,17,14,21,4,6,9,10,24,11,9,13,12,k__Bacteria
1339,14,14,15,14,8,7,4,22,4,10,21,27,15,6,5,10,18,26,22,55,61,16,19,48,34,26,8,24,18,11,20,11,13,14,10,10,3,13,8,11,6,9,1,11,13,24,26,5,12,28,22,16,9,7,16,27,41,10,14,18,9,k__Bacteria
1343,124,17,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,54,0,20,23,0,1,7,2,1,0,0,148,1,15,1,62,1,18,0,0,17,0,6,0,42,0,18,13,32,2,0,1,4,4,3,11,10,2,4,2,0,2,1,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1350,3,3,3,4,1,0,0,6,4,1,4,0,2,2,1,1,5,5,1,9,10,2,6,10,4,2,2,1,4,5,3,1,1,0,1,1,1,4,2,3,2,3,0,4,6,3,7,1,4,4,2,5,0,0,3,6,3,5,6,3,1,k__Bacteria
1355,6,8,8,10,5,2,2,17,11,6,14,14,4,3,4,6,15,15,6,38,35,15,19,22,18,13,5,15,11,12,13,6,4,3,7,14,2,5,5,5,7,2,2,6,8,16,22,8,11,20,16,7,9,4,13,7,20,9,9,5,6,k__Bacteria
1356,1,0,1,5,1,0,0,0,0,0,30,14,8,0,0,0,0,15,22,5,34,15,43,54,0,0,0,0,9,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,13,3,0,2,0,2,0,4,0,2,13,37,3,2,10,10,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]
1363,7,1,23,2,0,0,0,124,2,9,31,47,40,0,79,5,4,1,7,0,3,6,3,5,1,0,0,0,4,0,4,14,26,9,4,46,0,13,18,9,0,13,0,9,1,48,60,0,18,17,7,2,0,0,0,3,3,1,0,3,2,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
1364,0,2,7,2,0,0,0,71,1,5,124,40,14,12,16,0,2,579,27,273,46,11,33,35,1,2,0,0,7,46,8,9,20,9,6,70,0,10,8,8,0,8,0,13,4,48,34,16,0,0,8,3,9,11,6,26,34,27,17,24,25,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Jonesiaceae; g__; s__
1366,9,5,17,5,6,16,24,11,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,19,34,14,40,12,1,19,17,17,23,27,6,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Entomoplasmatales; f__; g__; s__
1367,1,4,0,1,2,0,2,7,2,1,4,4,1,4,1,2,9,9,1,10,11,4,5,7,11,3,6,7,7,2,1,3,0,4,1,4,1,2,5,3,0,2,0,3,2,7,6,2,3,3,2,9,2,5,1,8,5,2,3,0,3,k__Bacteria
1371,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,21,0,6,19,7,18,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,3,5,0,0,1,0,1,0,10,72,10,2,4,8,99,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae; g__Acholeplasma
1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,48,0,0,0,0,0,11,10,0,12,176,40,0,11,8,k__Bacteria; p__Proteobacteria
1385,1,0,0,2,1,0,0,2,0,0,1,21,0,0,0,1,1,4,14,34,2,13,1,24,1,1,0,0,0,3,0,2,0,0,0,1,0,0,0,7,0,0,0,1,0,0,6,8,14,35,15,22,0,0,0,3,5,2,3,0,2,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__
1389,5,4,5,4,2,1,0,9,1,4,6,6,3,3,1,2,5,10,4,19,15,6,8,12,8,9,6,6,3,4,7,3,6,2,1,0,1,3,5,6,2,3,0,1,5,7,6,4,7,5,9,11,3,3,2,4,15,7,5,5,3,k__Bacteria
1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,5,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,29,69,17,1,3,0,1,5,0,0,0,1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
1393,0,0,2,0,0,0,0,42,0,1,0,0,0,0,0,0,2,6,0,1,5,2,3,1,17,25,6,8,0,0,1,0,0,0,0,43,0,27,4,6,0,15,0,10,0,1,0,0,0,0,0,0,2,0,1,3,2,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__
1396,9,5,4,11,7,2,3,19,7,5,10,18,5,4,3,2,7,7,6,21,17,8,13,23,14,9,10,12,16,4,6,9,0,10,2,10,1,8,3,8,1,2,0,11,3,11,8,2,3,9,4,9,5,4,6,9,18,6,7,8,7,k__Bacteria
1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,153,0,0,0,24,0,1,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria
1404,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3,21,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,6,0,3,0,0,70,0,3,0,123,0,19,61,1,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1406,4,4,73,4,13,1,7,113,8,74,107,283,120,29,261,0,2,180,280,195,985,137,1052,535,23,26,12,9,49,37,2,13,42,17,2,465,0,47,0,44,0,254,5,58,0,197,244,32,142,0,0,1,84,92,165,235,532,142,333,182,182,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
1419,0,21,2,6,6,0,0,3,0,3,8,3,2,0,1,0,0,35,7,7,15,6,24,16,2,5,2,3,52,4,4,5,23,5,19,1,0,0,0,1,0,6,0,2,4,16,9,2,1,0,0,0,5,13,3,10,21,10,10,7,7,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
1432,5,3,6,4,1,4,1,17,8,4,21,9,2,3,6,7,10,14,7,27,26,11,17,22,16,8,6,14,9,7,11,7,2,8,8,9,1,8,4,5,6,9,1,6,10,11,14,7,13,17,14,7,2,5,12,5,15,7,12,13,9,k__Bacteria
1437,0,2,50,4,1,0,0,475,6,67,32,30,4,26,1,62,9,16,27,25,20,7,19,16,175,195,159,123,6,8,0,2,0,3,0,237,0,61,171,76,0,82,0,49,3,22,31,23,0,25,15,15,5,13,10,15,25,9,22,12,9,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Mogibacterium; s__
1438,220,63,120,96,130,2,0,12,10,34,33,469,160,61,46,413,5,69,187,102,270,124,286,486,1,0,0,1,281,190,324,40,21,35,68,1,0,0,0,0,0,1,0,33,0,23,81,4,13,589,64,31,3,28,5,9,31,18,7,2,6,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae
1444,0,2,0,0,10,0,0,4,2,2,1,12,12,0,0,6,0,2,0,1,11,1,1,19,0,0,0,0,2,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,24,53,0,0,0,2,1,0,2,0,3,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae
1446,4,8,10,4,6,1,5,12,13,10,19,20,8,1,3,6,15,13,9,29,24,10,15,18,13,14,11,15,5,11,9,7,10,11,7,7,1,10,0,4,8,8,2,3,3,17,17,5,5,12,16,9,2,6,11,10,17,5,9,3,8,k__Bacteria
1454,2,3,2,3,0,1,3,9,5,2,8,5,4,0,2,1,7,5,0,6,9,3,3,10,3,5,2,7,3,6,4,3,1,1,4,4,1,2,4,3,1,4,0,6,2,4,8,3,5,9,3,3,2,3,4,4,9,2,5,4,4,k__Bacteria
1456,0,0,1,0,0,0,0,0,1,0,0,23,1,0,0,0,0,7,44,25,27,30,17,52,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,11,0,12,10,2,0,0,0,0,16,4,33,129,74,11,29,44,129,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae; g__Acholeplasma; s__
1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,7,1,99,86,56,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
1470,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,14,0,3,11,0,1,2,1,0,0,0,20,0,2,0,32,2,3,0,0,3,0,1,0,13,0,14,15,18,2,0,0,18,12,1,8,2,0,1,1,0,1,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
1473,0,0,2,0,0,0,0,18,0,0,3,2,1,0,1,0,0,28,5,42,25,2,24,9,15,30,14,36,0,0,1,0,0,0,0,3,0,2,2,5,0,1,0,0,0,3,1,0,1,0,0,0,1,9,5,5,8,11,20,3,1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae
1476,8,6,8,9,2,4,1,11,7,8,14,17,6,7,3,6,8,13,8,16,26,16,17,22,16,17,7,8,7,14,10,8,8,6,7,10,1,5,2,8,2,6,1,8,11,13,17,5,11,11,7,15,3,7,10,10,22,17,12,10,6,k__Bacteria
1494,16,21,46,14,55,233,189,19,52,9,14,81,161,1062,769,1,0,6,0,1,3,0,0,4,6,0,3,3,45,135,35,54,38,57,26,15,682,16,346,12,53,23,255,20,21,60,21,90,255,9,0,4,0,0,1,2,1,0,5,1,1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
1499,8,10,8,7,3,6,3,25,8,9,15,12,3,1,5,6,13,30,11,24,31,10,10,26,17,17,10,16,6,17,10,9,6,7,5,11,4,8,5,3,3,9,1,3,11,11,10,2,7,15,13,11,1,7,8,8,20,7,13,13,2,k__Bacteria
1505,0,0,2,2,1,0,0,0,0,0,35,9,4,0,2,0,0,6,4,2,12,1,25,21,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,3,0,0,6,16,2,0,2,1,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__
1506,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5,13,16,21,12,14,22,3,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,6,16,1,11,24,4,20,1,2,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
1509,0,1,6,0,0,0,0,3,0,0,14,0,3,0,2,0,0,27,13,16,12,6,8,4,3,1,0,0,1,2,4,0,0,0,0,1,0,0,1,8,0,0,0,5,3,5,4,10,2,0,0,0,25,21,9,15,1,1,15,3,5,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae
1514,0,1,3,0,1,0,0,0,0,0,5,12,3,0,0,7,22,30,10,122,24,14,13,41,0,0,0,0,3,9,1,3,3,0,2,1,0,0,0,0,0,0,0,1,0,24,9,0,2,2,9,0,1,2,1,2,22,7,5,2,10,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria
1519,6,4,7,6,5,6,2,18,4,6,16,12,5,6,1,8,11,15,8,29,29,12,14,26,19,13,7,15,16,8,9,9,2,11,6,4,4,9,0,4,0,2,1,7,9,14,16,5,4,15,6,9,9,5,16,11,23,4,13,9,8,k__Bacteria
1526,4,5,14,2,8,4,6,9,8,7,13,20,11,2,2,5,6,11,12,18,28,10,13,28,13,16,9,12,8,17,12,2,9,8,6,10,1,10,6,4,4,3,0,12,6,13,22,4,6,11,9,6,3,6,2,16,19,5,12,5,8,k__Bacteria
1527,0,0,69,0,0,0,0,51,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,0,0,5,0,139,72,157,0,33,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Clostridium; s__ruminantium
1536,6,11,8,11,4,8,5,22,14,2,10,11,12,6,3,5,12,17,7,25,32,14,22,26,19,13,9,13,8,9,9,4,6,11,5,9,3,13,10,8,0,3,1,8,7,12,12,5,10,20,13,10,4,9,5,17,27,8,12,9,6,Unclassified
1538,7,11,8,6,4,4,5,10,7,3,17,18,10,1,1,5,7,16,8,24,31,12,16,19,12,9,5,8,14,4,13,8,7,5,9,8,1,8,8,7,3,7,0,6,11,17,15,6,10,17,12,10,3,0,7,10,15,4,14,6,5,k__Bacteria; p__Proteobacteria
1553,0,0,6,0,0,0,0,24,0,2,0,15,1,0,0,0,0,18,0,21,26,17,10,40,1,0,0,0,0,0,0,0,0,0,0,23,0,3,0,1,0,2,0,5,2,0,7,0,2,0,0,0,0,7,0,1,38,16,1,6,6,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae
1569,0,0,8,5,2,0,0,94,1,12,29,108,3,0,5,0,0,111,223,187,177,116,133,316,8,35,163,265,5,13,25,0,4,16,3,223,0,124,313,38,0,45,0,223,4,25,122,12,13,0,0,2,57,108,93,84,280,110,173,129,86,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
1573,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,0,4,17,3,17,5,15,36,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,16,1,3,1,0,1,10,2,1,6,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
1574,0,2,3,0,0,0,0,7,0,1,16,45,7,0,0,3,0,29,21,70,82,40,36,105,0,0,0,0,8,3,5,2,2,5,2,13,0,6,5,1,0,0,0,7,0,15,16,0,1,1,4,0,11,7,2,12,59,30,1,30,20,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
