OTU_ID,1AA,1AB,1AC,1AD,1AE,1AGA,1AGB,1AGC,1AGD,1AGE,1EA,1EB,1EC,1ED,1EE,1LGA,1LGE,1MA,1NA,1NB,1NC,1ND,1NE,1RA,1RB,1RC,1RD,1RE,2AAF,2ABF,2ABM,2ACF,2ADF,2AEF,2AEM,2AGAF,2AGAM,2AGBF,2AGBM,2AGCF,2AGCM,2AGDF,2AGDM,2AGEF,2AGEM,2EA,2EB,2EC,2ED,2LGB,2LGC,2LGD,2MA,2MB,2MC,2ME,2NA,2NB,2NC,2ND,2NE,Consensus Lineage
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,133,87,102,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,106,228,143,0,0,0,1,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingosinicella; s__microcystinivorans
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,424,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium
302,0,0,0,1,4,0,0,0,0,3,0,5,0,0,0,11,0,1,11,1,89,5,15,14,1,0,0,1,0,0,11,0,2,14,0,1,0,20,39,23,0,16,0,40,0,0,3,0,0,22,42,62,2,0,22,12,9,2,3,7,2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Alkaliphilus
303,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,3,3,5,15,6,16,16,167,103,55,89,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,1,15,4,14,1,4,7,5,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,2,146,99,158,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
305,9,98,136,2,2,1,0,13,0,5,36,37,33,0,1,2,1,28,117,25,110,196,54,142,0,0,1,0,27,5,13,1,9,2,4,6,0,8,0,31,0,0,0,11,1,49,19,5,0,0,10,3,9,10,0,32,9,9,19,4,12,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter
306,1,0,1,0,2,5,0,12,0,1,17,8,22,0,0,24,83,1,1,3,3,0,1,5,1,0,0,0,0,1,0,2,0,0,0,13,0,2,0,2,0,2,0,5,0,12,11,0,0,65,33,35,0,0,1,0,3,1,0,1,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae
307,0,1,2,2,0,0,0,8,0,2,4,23,0,0,0,0,0,48,4,47,103,93,16,100,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,5,0,4,35,45,0,15,2,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
308,0,1,5,0,0,1,0,8,0,0,5,2,0,0,0,2,0,2,4,2,11,0,8,2,69,67,51,73,0,0,0,0,1,0,0,5,0,4,2,0,0,0,0,8,0,0,16,7,0,0,0,0,1,0,4,2,4,1,2,5,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,6,75,167,141,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,3,0,10,1,0,1,0,k__Bacteria
310,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,122,109,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41; f__RFP12; g__; s__
311,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,7,26,2,9,1,0,0,0,6,18,2,0,0,16,0,1,0,1,0,0,0,6,0,4,0,0,33,0,0,8,7,2,0,0,0,12,168,30,0,25,98,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae
312,4,1,5,5,0,2,0,21,2,5,27,41,65,0,0,6,11,2,4,2,5,1,7,12,2,0,0,0,13,65,6,27,7,20,3,77,0,11,14,4,0,6,0,28,0,27,13,0,8,27,10,15,0,0,0,0,7,3,0,2,5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
313,0,0,25,0,2,0,0,125,0,12,1,0,10,0,0,0,0,10,7,15,26,8,39,17,10,12,6,7,4,5,0,0,1,5,0,29,0,34,9,24,0,18,5,7,0,5,6,0,0,9,1,5,1,2,7,4,18,12,13,9,3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,2,0,0,3,114,119,112,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,5,0,4,2,0,1,3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,24,6,8,12,16,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,3,1,0,215,44,0,0,2,81,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09; f__; g__; s__
317,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,1,1,2,4,77,200,102,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,10,0,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__
318,0,0,4,0,1,0,0,3,0,0,0,13,0,0,0,2,0,55,14,70,67,11,22,15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6,5,0,0,0,14,11,7,5,22,11,26,14,38,13,8,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
320,6,2,10,9,12,0,0,7,2,2,18,14,0,0,0,5,24,22,1,100,5,15,9,40,2,0,0,0,23,0,0,9,3,8,7,5,0,1,22,6,0,0,0,0,0,0,3,0,0,16,3,6,0,0,0,0,6,14,2,0,3,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__
321,0,0,4,0,0,0,0,0,0,1,0,25,0,0,0,0,0,1,18,1,11,19,38,29,1,0,0,0,0,21,0,0,3,0,0,0,0,0,7,0,0,2,0,4,0,17,3,1,0,0,0,0,2,0,3,36,30,2,1,7,37,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae; g__Acholeplasma
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,3,130,96,72,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,2,1,1,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,46,0,138,4,5,15,0,0,31,0,63,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Gallicola; s__
324,2,5,14,4,0,0,0,123,0,12,59,5,15,0,26,1,0,14,1,4,6,0,11,5,13,12,7,12,0,3,0,0,0,0,3,17,0,5,0,4,0,8,0,4,0,2,14,20,0,2,0,0,2,1,3,0,5,0,6,2,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
325,0,1,4,2,7,0,0,0,4,5,141,422,213,65,13,2,0,34,59,266,302,379,126,655,5,0,0,0,23,72,94,4,5,18,13,0,0,0,0,2,0,0,0,11,0,23,48,0,69,4,4,1,13,4,0,71,136,14,3,37,177,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__
326,0,3,41,22,17,0,0,52,7,9,0,16,0,0,0,0,0,6,8,9,1,1,1,9,1,0,0,0,22,14,7,8,2,8,39,52,0,6,7,3,0,7,9,17,3,0,1,0,0,1,0,0,0,0,0,0,2,1,0,5,0,k__Bacteria; p__Proteobacteria
327,0,0,8,3,0,0,0,7,6,9,29,119,23,20,0,1,0,79,45,43,175,40,143,276,5,1,0,0,16,30,11,3,45,52,15,0,0,0,0,2,0,26,0,8,4,146,47,0,161,4,0,0,25,9,3,132,96,12,9,56,99,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__
330,0,46,25,0,0,0,0,0,31,200,20,1,0,0,0,0,0,17,1,1,16,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
331,0,0,0,0,0,0,0,1,0,0,37,84,0,0,0,0,0,18,4,19,22,1,16,46,0,0,0,0,0,11,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,129,32,0,0,0,0,0,8,3,5,3,16,13,5,1,5,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__
332,0,0,0,0,0,0,0,1,1,0,0,26,12,0,0,5,0,0,0,9,11,12,0,28,2,0,0,0,0,3,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,11,88,59,56,0,0,0,2,4,0,0,1,8,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales
333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,46,229,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,k__Bacteria
335,0,0,2,0,0,0,0,0,0,0,0,39,48,0,0,1,0,0,8,8,24,22,27,51,1,0,0,0,0,0,9,1,3,0,5,0,0,0,0,0,0,2,11,1,0,0,12,0,6,5,0,3,0,1,0,10,31,10,1,11,6,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae
337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,147,103,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
338,1,14,42,0,0,0,5,0,0,0,0,4,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,18,0,0,0,0,2,0,59,0,0,0,0,0,76,14,53,0,9,33,18,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
339,2,0,17,0,1,0,0,0,0,0,9,20,21,91,0,0,0,10,6,6,11,2,10,13,4,0,0,0,5,5,4,3,10,2,2,0,0,0,0,0,0,0,0,2,0,46,1,0,34,0,0,0,1,0,0,2,19,8,0,24,6,k__Bacteria; p__Bacteroidetes
340,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,4,0,2,8,91,90,25,96,2,0,0,3,0,0,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,0,5,3,0,5,1,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
341,0,0,5,0,3,0,0,43,0,7,2,5,8,0,0,2,10,117,4,24,10,7,41,14,2,0,3,0,0,0,0,0,0,0,0,24,0,7,10,7,0,7,0,8,0,0,0,0,33,24,28,114,0,3,6,0,12,2,11,9,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__butyricum
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,7,5,82,59,68,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,3,2,2,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
344,0,0,11,2,6,0,0,39,0,1,0,15,0,0,0,1,0,0,1,0,1,24,2,24,1,1,0,0,0,30,1,2,1,24,25,8,0,12,0,20,0,0,0,5,0,0,4,0,0,26,18,12,0,0,0,13,7,0,0,1,50,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
345,0,0,4,0,1,0,0,38,0,7,5,7,2,0,11,3,5,4,3,8,5,2,6,9,43,40,30,20,1,0,0,0,0,4,2,25,0,8,0,4,0,14,0,10,1,21,13,0,0,5,4,2,0,1,2,1,0,3,4,4,0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae
346,0,1,4,0,0,2,0,13,0,3,3,3,0,0,0,0,0,1,1,4,7,1,10,4,78,61,54,98,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,2,0,0,6,0,0,0,0,0,1,1,11,3,9,6,5,7,11,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Anaerofustis; s__
347,1,0,3,0,0,0,0,17,0,1,5,0,6,9,0,1,0,1,6,2,2,0,8,3,36,36,35,30,0,1,0,0,1,1,0,7,0,0,4,3,0,3,0,13,0,2,4,1,0,0,0,0,2,0,2,1,1,0,3,5,2,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
349,0,0,1,0,0,0,0,4,2,0,0,6,0,0,53,0,0,0,4,8,46,10,55,28,0,0,0,0,0,0,0,0,2,2,0,18,0,20,7,6,0,10,0,9,0,11,3,0,0,0,1,0,1,0,1,5,29,16,0,16,12,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,104,86,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
354,0,3,0,3,0,0,1,0,1,0,10,46,0,0,0,0,0,4,5,5,30,0,38,126,0,0,0,0,4,7,2,0,4,9,7,5,3,0,0,0,0,10,0,2,0,4,3,0,4,0,0,0,1,2,2,5,23,1,4,1,6,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,1,0,4,6,111,80,95,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,1,2,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
356,0,2,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,0,0,1,0,45,0,0,0,0,0,124,32,6,10,0,0,13,0,0,0,0,0,0,1,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Paludibacter; s__
358,0,9,4,0,0,0,0,1,0,0,1,0,2,0,26,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,10,4,148,11,83,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Paludibacter; s__
360,4,0,0,0,0,0,0,0,0,0,5,18,0,0,0,27,5,11,1,19,4,4,0,22,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,43,87,0,0,0,0,4,4,0,0,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,184,53,14,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107,103,88,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__BF311; s__
363,0,0,1,0,0,0,0,34,1,8,5,3,11,0,0,0,0,12,7,4,11,6,20,8,37,23,26,34,0,5,0,4,2,0,0,14,0,2,0,2,0,14,0,1,0,3,8,3,0,0,0,0,0,0,9,8,5,5,2,11,9,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__L7A_E11; s__
364,5,0,0,0,0,0,0,0,0,0,3,30,0,0,0,4,3,42,5,120,7,3,6,22,2,0,0,0,15,0,0,0,1,2,6,0,0,0,0,0,0,0,0,3,0,11,1,0,0,4,3,0,0,0,7,0,6,5,28,6,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae
366,0,3,9,4,0,0,0,15,0,16,1,4,0,0,0,0,0,6,4,6,16,5,16,8,33,42,13,33,0,0,1,0,0,2,0,12,0,0,0,0,0,1,0,2,0,0,7,0,0,0,0,0,0,0,21,13,8,9,14,5,9,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
367,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,0,0,8,0,34,0,0,0,0,0,185,50,35,15,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,71,84,78,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__CF231; s__
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,115,201,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
372,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,3,1,0,0,68,61,46,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,7,0,0,0,0,0,0,0,3,0,0,0,3,3,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,9,2,14,9,279,135,190,174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,4,8,3,3,1,14,6,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
374,15,5,3,40,8,0,7,1,4,0,1,8,0,0,0,0,1,9,0,8,3,2,6,3,3,0,0,0,54,0,8,0,2,24,37,0,0,0,19,0,0,0,19,0,0,3,1,15,0,0,1,0,0,0,7,1,4,5,7,5,2,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dyella; s__
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus
376,0,0,8,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,1,4,2,1,4,123,61,64,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
377,0,0,4,0,0,0,0,25,0,1,3,1,4,0,0,0,0,1,2,0,0,3,0,1,33,46,18,31,0,0,0,0,0,0,0,27,0,5,0,7,0,1,0,2,0,1,2,0,0,0,0,0,0,1,4,1,4,0,0,0,1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae
380,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,5,9,1,7,5,109,72,113,74,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,2,4,2,8,2,2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
381,2,6,32,22,12,0,0,10,5,0,13,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,21,2,14,8,6,37,41,7,0,10,43,2,0,7,1,5,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria
383,0,0,4,0,0,0,0,75,0,2,2,24,17,0,0,2,0,3,15,3,42,23,23,57,0,0,0,0,2,0,3,0,0,1,0,16,0,0,5,13,0,37,0,11,1,26,6,0,0,15,14,7,7,0,0,10,46,5,0,5,13,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
384,0,0,10,0,0,0,0,51,1,0,0,2,0,0,0,0,0,0,2,1,0,1,0,0,39,17,16,28,0,0,0,0,0,0,0,14,0,3,11,0,0,4,0,10,0,8,2,0,0,0,0,0,0,0,0,1,3,1,0,1,2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
385,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,8,1,1,2,84,66,48,56,0,0,0,0,0,0,0,15,0,3,0,0,0,3,0,11,0,2,1,16,0,0,0,3,1,1,2,5,2,1,3,2,1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium; s__
387,0,4,1,0,2,0,0,31,0,19,4,0,0,0,0,0,0,6,3,2,4,3,10,3,18,21,8,11,3,0,0,1,0,0,0,18,0,5,0,4,0,11,0,3,0,4,6,0,0,0,0,0,4,0,6,5,3,0,14,3,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,134,75,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
389,0,1,4,0,0,0,0,11,0,7,2,0,10,0,0,3,0,1,4,4,2,3,4,2,45,21,27,17,5,0,3,0,2,0,0,10,12,1,2,6,0,5,0,4,0,0,9,0,0,0,0,0,0,2,5,3,6,2,9,6,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
390,1,23,77,0,0,0,0,0,0,0,2,4,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,35,0,0,0,0,0,0,22,0,0,0,0,0,36,6,0,0,18,39,16,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae
391,0,0,17,1,0,0,0,163,0,2,10,0,0,27,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,20,0,27,12,15,0,4,0,3,0,13,1,0,0,0,0,0,2,0,7,1,2,1,1,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
392,0,0,1,0,2,0,0,7,0,4,0,4,8,0,2,0,0,4,14,3,9,8,12,5,98,84,61,60,1,0,0,1,0,0,0,3,0,2,17,2,0,0,0,0,0,0,12,13,0,0,0,0,1,3,4,2,4,2,1,6,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,5,0,107,65,63,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
394,0,0,0,0,1,0,0,2,0,1,3,2,0,0,1,2,0,140,15,109,29,5,1,14,3,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,1,0,1,1,3,0,0,2,11,21,30,5,10,44,12,27,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
395,7,0,12,13,0,4,0,2,0,0,1,7,0,0,0,5,16,10,0,23,11,19,6,39,1,0,0,0,2,15,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,1,2,0,0,19,7,9,0,0,0,0,3,1,0,2,1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
